File,OVERALL_RunTime(ms),OVERALL_Throughput(ops/sec),TOTAL_GCS_G1_Young_Generation_Count,TOTAL_GC_TIME_G1_Young_Generation_Time(ms),TOTAL_GC_TIME_%_G1_Young_Generation_Time(%),TOTAL_GCs_Count,TOTAL_GC_TIME_Time(ms),TOTAL_GC_TIME_%_Time(%),READ_Operations,READ_AverageLatency(us),READ_MinLatency(us),READ_MaxLatency(us),READ_Return=OK,READ_0,CLEANUP_Operations,CLEANUP_AverageLatency(us),CLEANUP_MinLatency(us),CLEANUP_MaxLatency(us),CLEANUP_0,UPDATE_Operations,UPDATE_AverageLatency(us),UPDATE_MinLatency(us),UPDATE_MaxLatency(us),UPDATE_Return=OK,UPDATE_0,Workload,Write_Concern,DB_Type,Read_Preference,Threads,Target,Minutes,READ_1000,UPDATE_1000
4_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_204021.json,1661,602.046960,2,12,0.722456,2,12,0.722456,947,3957.440338,800,152083,947,3957.440338,4,1188.250000,,4747,1188.250000,53,4846.754717,1016,60053,53,4846.754717,workloadb,unacknowledged,mongodb,primary,4,10000,0.500000,,
4_writeConcern=majority_result_mongodb_workloadb_secondary_20241106_222143.json,1691,591.366056,2,12,0.709639,2,12,0.709639,949,3632.894626,696,155241,949,3632.894626,4,831.500000,,3319,831.500000,51,3277.764706,956,33746,51,3277.764706,workloadb,majority,mongodb,secondary,4,3000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_primary_20241106_203420.json,1805,554.016620,2,11,0.609418,2,11,0.609418,929,2309.510226,620,93016,954,2418.328413,2,1404.500000,8.000000,2801,1404.500000,46,2926.217391,932,34756,46,2926.217391,workloadb,unacknowledged,mongodb,primary,2,1000,0.500000,1478.863248,
8_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215512.json,1615,619.195046,2,15,0.928793,2,15,0.928793,956,6505.566946,973,185313,956,6505.566946,8,635.500000,,5078,635.500000,44,7716.181818,1254,46909,44,7716.181818,workloadb,journaled,mongodb,secondary,8,5000,0.500000,,
2_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_213653.json,2084,479.846449,2,14,0.671785,2,14,0.671785,961,2686.859521,699,115213,961,2925.931944,2,1140.500000,7.000000,2274,1140.500000,39,2647.666667,1179,11525,39,2807.033333,workloadb,journaled,mongodb,primary,2,3000,0.300000,1972.618257,2116.444444
4_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204823.json,1721,581.057525,2,11,0.639163,2,11,0.639163,953,3934.138510,859,107791,953,3934.138510,4,1363.750000,,5447,1363.750000,47,4193.234043,1204,31494,47,4193.234043,workloadb,unacknowledged,mongodb,secondary,4,3000,0.100000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_213001.json,1719,581.733566,2,14,0.814427,2,14,0.814427,959,3870.946820,813,170525,960,3867.123958,4,1172.000000,,4680,1172.000000,40,4424.300000,1294,32956,40,4424.300000,workloadb,acknowledged,mongodb,nearest,4,3000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204547.json,1815,550.964187,2,14,0.771350,2,14,0.771350,933,2288.464094,757,99942,944,2386.591885,2,1926.500000,6.000000,3847,1926.500000,56,2381.660714,951,15909,56,2437.113208,workloadb,unacknowledged,mongodb,secondary,2,5000,0.100000,1365.234694,1402.000000
8_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_190145.json,1415,706.713781,2,15,1.060071,2,15,1.060071,507,5682.942801,1035,124032,507,5682.942801,8,616.625000,,4923,616.625000,493,5258.817444,992,123428,493,5258.817444,workloada,unacknowledged,mongodb,nearest,8,10000,0.500000,,
8_writeConcern=majority_result_mongodb_workloada_secondary_20241106_202312.json,1645,607.902736,2,15,0.911854,2,15,0.911854,503,6198.489066,1003,166486,503,6198.489066,8,1314.625000,,10509,1314.625000,497,6816.863179,983,172816,497,6816.863179,workloada,majority,mongodb,secondary,8,10000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214239.json,1742,574.052813,2,12,0.688863,2,12,0.688863,926,5604.815335,811,204648,933,5562.764202,8,554.375000,,4426,554.375000,67,9916.925373,1100,194275,67,9916.925373,workloadb,journaled,mongodb,primary,8,1000,0.100000,,
8_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_200138.json,1381,724.112962,2,10,0.724113,2,10,0.724113,493,5530.068966,867,108943,493,5530.068966,8,1104.000000,,8824,1104.000000,507,4760.007890,900,106588,507,4760.007890,workloada,journaled,mongodb,nearest,8,5000,0.300000,,
4_writeConcern=unacknowledged_result_mongodb_workloadb_nearest_20241106_210007.json,1589,629.326621,2,11,0.692259,2,11,0.692259,938,3406.603412,829,150541,938,3406.603412,4,1038.500000,,4148,1038.500000,62,5335.951613,1186,139673,62,5335.951613,workloadb,unacknowledged,mongodb,nearest,4,5000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193932.json,1760,568.181818,2,22,1.250000,2,22,1.250000,467,8080.665953,1165,237725,467,8080.665953,8,1177.500000,,9410,1177.500000,533,8088.150094,954,217520,533,8088.150094,workloada,journaled,mongodb,primary,8,1000,0.300000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185304.json,1633,612.369871,2,10,0.612370,2,10,0.612370,483,1997.072464,598,103369,483,1997.072464,2,1244.500000,5.000000,2484,1244.500000,517,1869.764023,603,103274,517,1869.764023,workloada,unacknowledged,mongodb,nearest,2,3000,0.300000,,
2_writeConcern=majority_result_mongodb_workloada_nearest_20241106_202421.json,1621,616.903146,2,13,0.801974,2,13,0.801974,489,1632.253579,613,12482,489,1632.253579,2,1722.000000,8.000000,3436,1722.000000,510,1989.633333,606,106271,511,1980.528376,workloada,majority,mongodb,nearest,2,3000,0.100000,,
4_writeConcern=acknowledged_result_mongodb_workloada_primary_20241106_190742.json,1664,600.961538,2,12,0.721154,2,12,0.721154,515,3402.471845,963,116957,515,3402.471845,4,1831.000000,,7318,1831.000000,485,3749.494845,852,113887,485,3749.494845,workloada,acknowledged,mongodb,primary,4,5000,0.500000,,
8_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221602.json,1330,751.879699,2,22,1.654135,2,22,1.654135,954,4796.573375,886,121725,954,4796.573375,8,430.000000,,3433,430.000000,46,4949.260870,1190,34805,46,4949.260870,workloadb,majority,mongodb,primary,8,10000,0.100000,,
4_writeConcern=majority_result_mongodb_workloada_primary_20241106_200826.json,1537,650.618087,2,11,0.715680,2,11,0.715680,516,3287.622093,743,110622,516,3287.622093,4,1000.750000,,3994,1000.750000,484,3289.084711,740,109033,484,3289.084711,workloada,majority,mongodb,primary,4,5000,0.300000,,
4_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214205.json,1607,622.277536,2,12,0.746733,2,12,0.746733,947,3400.369588,809,117878,947,3400.369588,4,1095.500000,1.000000,4371,1095.500000,53,3445.320755,1452,28238,53,3445.320755,workloadb,journaled,mongodb,primary,4,10000,0.300000,,
4_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191752.json,1603,623.830318,2,14,0.873362,2,14,0.873362,522,3902.327586,1036,99538,522,3902.327586,4,2459.500000,,9831,2459.500000,478,3777.056485,907,98521,478,3777.056485,workloada,acknowledged,mongodb,secondary,4,5000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210810.json,1607,622.277536,2,11,0.684505,2,11,0.684505,954,3367.951782,773,130167,954,3368.658972,4,862.750000,1.000000,3442,862.750000,46,3551.543478,1326,18912,46,3551.543478,workloadb,acknowledged,mongodb,primary,4,1000,0.100000,,
2_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_213711.json,1897,527.148129,2,15,0.790722,2,15,0.790722,953,2350.423924,718,156926,955,2396.330166,2,1470.000000,7.000000,2933,1470.000000,45,5307.422222,993,151553,45,5886.210526,workloadb,journaled,mongodb,primary,2,3000,0.500000,1959.250000,2165.428571
4_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195632.json,1598,625.782228,2,10,0.625782,2,10,0.625782,494,2897.757085,743,179051,494,2897.757085,4,683.750000,1.000000,2725,683.750000,506,3601.359684,755,171753,506,3601.359684,workloada,journaled,mongodb,nearest,4,1000,0.300000,,
8_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_200121.json,1302,768.049155,2,13,0.998464,2,13,0.998464,503,4826.882704,872,132970,503,4826.882704,8,355.500000,,2836,355.500000,497,5459.134809,878,122915,497,5459.134809,workloada,journaled,mongodb,nearest,8,5000,0.100000,,
4_writeConcern=majority_result_mongodb_workloada_nearest_20241106_203004.json,1677,596.302922,2,11,0.655933,2,11,0.655933,519,4261.512524,825,122196,519,4261.512524,4,840.250000,,3354,840.250000,481,3102.987526,876,15535,481,3102.987526,workloada,majority,mongodb,nearest,4,10000,0.500000,,
8_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_193030.json,1209,827.129859,2,11,0.909843,2,11,0.909843,519,5085.296724,1024,96269,519,5085.296724,8,604.500000,,4830,604.500000,481,4641.081081,1003,93363,481,4641.081081,workloada,acknowledged,mongodb,nearest,8,3000,0.500000,,
4_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_223304.json,1753,570.450656,2,12,0.684541,2,12,0.684541,941,3613.090329,795,166130,941,3613.090329,4,1177.250000,1.000000,4699,1177.250000,59,4435.033898,964,34224,59,4435.033898,workloadb,majority,mongodb,nearest,4,10000,0.100000,,
4_writeConcern=majority_result_mongodb_workloada_nearest_20241106_202804.json,1657,603.500302,2,10,0.603500,2,10,0.603500,521,3312.097889,846,180330,521,3312.097889,4,840.250000,,3354,840.250000,479,3983.384134,833,163515,479,3983.384134,workloada,majority,mongodb,nearest,4,3000,0.300000,,
2_writeConcern=majority_result_mongodb_workloadb_primary_20241106_220636.json,1962,509.683996,2,14,0.713558,2,14,0.713558,955,2290.438743,588,115327,956,2474.448408,2,1143.500000,7.000000,2280,1143.500000,44,5390.136364,908,114695,44,6071.472222,workloadb,majority,mongodb,primary,2,1000,0.100000,1432.321637,2324.125000
2_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_213855.json,2001,499.750125,2,12,0.599700,2,12,0.599700,935,2335.679144,625,184326,957,2427.908764,2,1523.000000,6.000000,3040,1523.000000,43,6201.255814,1016,172588,43,6593.358974,workloadb,journaled,mongodb,primary,2,10000,0.500000,1620.707071,2378.250000
8_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184958.json,1669,599.161174,2,20,1.198322,2,20,1.198322,509,6095.968566,1007,140736,509,6095.968566,8,1526.250000,,12199,1526.250000,491,7033.109980,1010,119966,491,7033.109980,workloada,unacknowledged,mongodb,secondary,8,3000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloada_secondary_20241106_195233.json,1633,612.369871,2,13,0.796081,2,13,0.796081,515,6880.343689,1010,132497,515,6880.343689,8,590.250000,,4713,590.250000,485,7238.125773,1071,136368,485,7238.125773,workloada,journaled,mongodb,secondary,8,10000,0.500000,,
8_writeConcern=journaled_result_mongodb_workloadb_primary_20241106_214513.json,1559,641.436818,2,13,0.833868,2,13,0.833868,952,6910.828782,734,213683,952,6910.828782,8,441.750000,,3527,441.750000,48,9809.604167,1057,197630,48,9809.604167,workloadb,journaled,mongodb,primary,8,10000,0.100000,,
4_writeConcern=majority_result_mongodb_workloada_nearest_20241106_202856.json,1572,636.132316,2,11,0.699746,2,11,0.699746,510,3364.645098,782,120622,510,3364.645098,4,952.500000,1.000000,3802,952.500000,490,3330.100000,860,118200,490,3330.100000,workloada,majority,mongodb,nearest,4,5000,0.300000,,
4_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_195615.json,1598,625.782228,2,11,0.688360,2,11,0.688360,509,4143.082515,796,174582,509,4143.082515,4,1422.000000,,5598,1422.000000,491,2870.423625,786,29303,491,2870.423625,workloada,journaled,mongodb,nearest,4,1000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210608.json,2028,493.096647,2,18,0.887574,2,18,0.887574,932,2724.181330,732,162314,957,3003.504144,2,1358.000000,6.000000,2710,1358.000000,43,2492.186047,1073,13657,43,2607.694444,workloadb,acknowledged,mongodb,primary,2,3000,0.500000,1621.868293,1898.142857
4_writeConcern=unacknowledged_result_mongodb_workloadb_secondary_20241106_204806.json,1704,586.854460,2,10,0.586854,2,10,0.586854,950,3002.162105,773,111406,950,3002.162105,4,1054.250000,2.000000,4205,1054.250000,50,5134.160000,1206,107772,50,5134.160000,workloadb,unacknowledged,mongodb,secondary,4,1000,0.500000,,
4_writeConcern=majority_result_mongodb_workloada_primary_20241106_200935.json,1556,642.673522,2,11,0.706941,2,11,0.706941,495,4102.090909,915,139280,495,4102.090909,4,1262.750000,,5044,1262.750000,505,3381.720792,798,142052,505,3381.720792,workloada,majority,mongodb,primary,4,10000,0.500000,,
8_writeConcern=majority_result_mongodb_workloada_secondary_20241106_202131.json,1462,683.994528,2,14,0.957592,2,14,0.957592,514,4755.033074,843,26588,514,4755.033074,8,669.875000,,5351,669.875000,486,5954.781893,1069,111501,486,5954.781893,workloada,majority,mongodb,secondary,8,3000,0.500000,,
4_writeConcern=majority_result_mongodb_workloadb_primary_20241106_221113.json,1454,687.757909,2,12,0.825309,2,12,0.825309,944,2982.477754,830,101975,950,2990.818664,4,765.750000,,3056,765.750000,50,3588.240000,997,18534,50,3588.240000,workloadb,majority,mongodb,primary,4,3000,0.300000,,
4_writeConcern=acknowledged_result_mongodb_workloada_secondary_20241106_191844.json,1740,574.712644,2,11,0.632184,2,11,0.632184,490,3817.620408,874,173982,490,3817.620408,4,1375.500000,,5496,1375.500000,510,3806.262745,938,189937,510,3806.262745,workloada,acknowledged,mongodb,secondary,4,10000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_185015.json,1411,708.717222,2,15,1.063076,2,15,1.063076,518,5684.967181,861,106088,518,5684.967181,8,451.625000,,3608,451.625000,482,5946.502075,833,117769,482,5946.502075,workloada,unacknowledged,mongodb,secondary,8,5000,0.100000,,
8_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_211319.json,1670,598.802395,2,12,0.718563,2,12,0.718563,955,5595.387435,1029,146191,955,5595.387435,8,720.375000,,5755,720.375000,45,5308.177778,1346,34253,45,5308.177778,workloadb,acknowledged,mongodb,primary,8,5000,0.100000,,
2_writeConcern=majority_result_mongodb_workloadb_nearest_20241106_222739.json,1739,575.043128,2,10,0.575043,2,10,0.575043,943,1974.528102,651,138360,943,1974.528102,2,2124.500000,6.000000,4243,2124.500000,57,1991.070175,895,22873,57,1991.070175,workloadb,majority,mongodb,nearest,2,1000,0.500000,,
2_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193300.json,1553,643.915003,2,10,0.643915,2,10,0.643915,516,1231.430233,512,13313,516,1231.430233,2,1083.500000,6.000000,2161,1083.500000,484,1558.307851,591,79930,484,1558.307851,workloada,journaled,mongodb,primary,2,1000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloada_primary_20241106_193823.json,1995,501.253133,2,14,0.701754,2,14,0.701754,492,5050.443089,833,216808,492,5177.011287,4,908.250000,,3624,908.250000,508,5175.165354,832,219471,508,5329.412281,workloada,journaled,mongodb,primary,4,10000,0.100000,3906.163265,3822.538462
2_writeConcern=majority_result_mongodb_workloada_nearest_20241106_202404.json,2041,489.955904,2,18,0.881921,2,18,0.881921,474,2710.689873,630,212501,474,2710.689873,2,2192.000000,7.000000,4377,2192.000000,525,1896.942857,792,20825,526,1896.942857,workloada,majority,mongodb,nearest,2,1000,0.500000,,
4_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_215220.json,1659,602.772755,2,11,0.663050,2,11,0.663050,958,3049.412317,649,137726,959,3052.239040,4,969.500000,,3869,969.500000,41,9515.024390,1093,140682,41,9515.024390,workloadb,journaled,mongodb,secondary,4,10000,0.300000,,
2_writeConcern=journaled_result_mongodb_workloadb_secondary_20241106_214821.json,1625,615.384615,2,11,0.676923,2,11,0.676923,948,1932.196203,524,141516,948,1932.196203,2,1017.000000,8.000000,2026,1017.000000,52,2286.192308,847,23084,52,2286.192308,workloadb,journaled,mongodb,secondary,2,5000,0.500000,,
8_writeConcern=majority_result_mongodb_workloada_nearest_20241106_203112.json,1490,671.140940,2,14,0.939597,2,14,0.939597,507,5612.487179,897,137167,507,5612.487179,8,1308.875000,,10464,1308.875000,493,6024.476673,904,140548,493,6024.476673,workloada,majority,mongodb,nearest,8,3000,0.100000,,
4_writeConcern=unacknowledged_result_mongodb_workloada_nearest_20241106_185751.json,1265,790.513834,2,10,0.790514,2,10,0.790514,498,2994.540161,699,88252,498,2994.540161,4,538.250000,,2147,538.250000,502,2469.111554,805,14028,502,2469.111554,workloada,unacknowledged,mongodb,nearest,4,10000,0.100000,,
4_writeConcern=majority_result_mongodb_workloada_secondary_20241106_201657.json,1630,613.496933,2,11,0.674847,2,11,0.674847,479,3867.377871,894,136796,479,3867.377871,4,1025.500000,1.000000,4094,1025.500000,521,3185.965451,962,130902,521,3185.965451,workloada,majority,mongodb,secondary,4,1000,0.300000,,
8_writeConcern=acknowledged_result_mongodb_workloada_nearest_20241106_192906.json,1577,634.115409,2,12,0.760938,2,12,0.760938,504,2968.980159,447,106954,504,2968.980159,8,463.875000,1.000000,3697,463.875000,496,2839.558468,549,96782,496,2839.558468,workloada,acknowledged,mongodb,nearest,8,1000,0.100000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_nearest_20241106_212632.json,1996,501.002004,2,12,0.601202,2,12,0.601202,939,2448.019169,704,106272,939,2618.647832,2,1448.000000,6.000000,2890,1448.000000,61,2755.196721,967,24926,61,3071.866667,workloadb,acknowledged,mongodb,nearest,2,3000,0.300000,1718.533708,1864.562500
8_writeConcern=journaled_result_mongodb_workloada_nearest_20241106_200245.json,1442,693.481276,2,12,0.832178,2,12,0.832178,507,6362.453649,1187,220680,507,6362.453649,8,753.875000,,6023,753.875000,493,6260.977688,940,217127,493,6260.977688,workloada,journaled,mongodb,nearest,8,10000,0.500000,,
2_writeConcern=unacknowledged_result_mongodb_workloada_primary_20241106_183214.json,1706,586.166471,2,15,0.879250,2,15,0.879250,485,1735.129897,498,23671,485,1735.129897,2,1805.500000,7.000000,3604,1805.500000,514,2061.982490,560,112661,515,2055.359223,workloada,unacknowledged,mongodb,primary,2,1000,0.500000,,
8_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184908.json,1669,599.161174,2,13,0.778910,2,13,0.778910,492,3398.833333,710,96176,493,3391.939148,8,369.250000,,2947,369.250000,506,3212.865613,746,101529,507,3213.529644,workloada,unacknowledged,mongodb,secondary,8,1000,0.500000,,
4_writeConcern=acknowledged_result_mongodb_workloadb_secondary_20241106_212048.json,1815,550.964187,2,11,0.606061,2,11,0.606061,943,4231.641569,825,140530,948,4219.939683,4,1105.000000,1.000000,4412,1105.000000,52,4088.942308,1354,55900,52,4088.942308,workloadb,acknowledged,mongodb,secondary,4,5000,0.500000,,
2_writeConcern=acknowledged_result_mongodb_workloadb_primary_20241106_210551.json,1954,511.770727,2,11,0.562948,2,11,0.562948,944,2365.115466,593,195893,949,2413.284753,2,3352.000000,7.000000,6697,3352.000000,51,2666.803922,909,30158,51,2696.080000,workloadb,acknowledged,mongodb,primary,2,3000,0.300000,1311.886792,1203.000000
4_writeConcern=unacknowledged_result_mongodb_workloada_secondary_20241106_184530.json,1602,624.219725,2,13,0.811486,2,13,0.811486,485,3443.501031,887,111278,486,3447.655670,4,1431.000000,1.000000,5717,1431.000000,514,3672.891051,877,110119,514,3672.891051,workloada,unacknowledged,mongodb,secondary,4,1000,0.300000,,
